,Song Title,Song Lyrics
99,dreaming,"when im here in your arms i feel love in my heart i can breathe not even pinching myself i dont care im with you, youre with me  i never wished on the star when the star aint got nothing on me cause i can wish you in the dreams  when i close my eyes i feel like im alive cause i can fall asleep knowing that tonight you will be here with me, oh  let me know if this is a dream then i dont wanna know (i dont wanna know) cause i aint bout to be without you, babe (without you, babe) oh let me know if this is a dream then i aint letting go (i aint letting go) cause everything i love is about you, babe, about you, babe  so, id rather be here dreaming than waking up with nobody home oh oh oh oh oh, oh oh oh oh oh if its the only way to be with you then dreaming you is where i belong oh oh oh oh oh, oh oh oh oh oh  i think the luckiest girl in the whole wide world could be me i get to be with the one that i love anytime i please  i feel like i can stay forever beyond eternity its like im where i supposed to be  when i close my eyes i feel like im alive cause i can fall asleep knowing that tonight you will be here with me oh  let me know if this is a dream then i dont wanna know (i dont wanna know) cause i aint bout to be without you, babe (without you, babe), oh let me know if this is my dream then i aint letting go (i aint letting go) cause everything i love is about you, babe, about you, babe  so, id rather be here dreaming than waking up with nobody home oh oh oh oh oh, oh oh oh oh oh if thats the only way to be with you then dreaming you is where i belong oh oh oh oh oh, oh oh oh oh oh  it took a lifetime just to get with you, to be with you, baby and now that im here with you im gonna take it in, breathe you in and if i am dreaming let the dream be that im awake cause id rather dream about you than be living life without me and you, you  [2x] let me know if this is a dream then i dont wanna know (i dont wanna know) cause i aint bout to be without you, babe (without you, babe), oh let me know if this is my dream then i aint letting go (i aint letting go) cause everything i love is about you, babe, about you, babe so, id rather be here dreaming than waking up with nobody home oh oh oh oh oh, oh oh oh oh oh if thats the only way to be with you then dreaming you is where i belong oh oh oh oh oh, oh oh oh oh oh"
100,scaredoflonely,"im in this fight, and im swinging and my arms are getting tired im trying to beat this emptiness but im running out of time im sinking in the sand, and i can barely stand im lost in this dream, i need you to hold me im scared of lonely i try to be patient, but im hurting deep inside and i cant keep waiting, i need comfort late at night and i cant find my way, wont you lead me home cause im lost in this dream, i need you to hold me  im scared of lonely and im scared of being the only shadow i see along the wall and im scared the only heartbeat i hear beating is my own and im scared of being alone i cant seem to breathe when i am lost in this dream, i need you to hold me im scared of lonely im scared of lonely...  i cry at night, cause my babys too far to be by my side to wipe away these tears of mine, so i hold my pillow tight to imagine you would stretch your hand looking for mine cause im lost in this dream , i need you to hold me  im scared of lonely and im scared of being the only shadow i see along the wall and im scared the only heartbeat i hear beating is my own and im scared of being alone i cant seem to breathe when i am lost in this dream, i need you to hold me  i need your strength when nobody is around cause im tired of this emptiness, i think im drowning i cant be lonely no more and im lost in this dream, i need you to hold me  im scared of lonely and im scared of being the only shadow i see along the wall and im scared the only heartbeat i hear beating is my own and im scared of being alone i cant seem to breathe when i am lost in this dream, i need you to hold me  im scared of lonely and im scared of being the only shadow i see along the wall and im scared the only heartbeat i hear beating is my own and im scared of being alone i cant seem to breathe when i am lost in this dream, i need you to hold me  im scared of lonely im scared of lonely."
101,girlswhoruntheworld,"girls, we run this mother, yeah! [4x] girls!  who run the world? girls! [4x] who run this mother? girls! [4x] who run the world? girls! [4x]  some of them men think they freak this like we do but no, they dont make your check come at their neck, disrespect us? no, they wont  boy dont even try to touch this, touch this boy this beat is crazy, crazy this is how they made me, made me houston texas baby this goes out to all my girls thats in the club rocking the latest who will buy it for themselves and get more money later i think i need a barber none of these niggas can fade me im so good with this, i remind you im so hood with this boy im just playing come here baby hope you still like me f-u pay me  my persuasion can build a nation endless power, with our love we can devour youll do anything for me  who run the world? girls! [4x] who run this mother? girls! [4x] who run the world? girls! [4x]  its hot up in here dj dont be scared to run this, run this back im reppin for the girls who taking over the world help me raise a glass for the college grads  41 rollie to let you know what time it is, check you cant hold me, you cant hold me) i work my 9 to 5, better cut my check this goes out to all the women getting it in, youre on your grind to other men that respect what i do please accept my shine boy i know you love it how were smart enough to make these millions strong enough to bear the children, children then get back to business see, you better not play me oh, come here baby hope you still like me f-u hate me  my persuasion can build a nation endless power with our love we can devour youll do anything for me  who run the world? girls! [4x] who run this mother? girls! [4x] who run the world? girls! [4x]  who are we? what we run? the world who run this mother? yeah who are we? what we run? the world who run this mother? yeah who are we? what do we run? we run the world! who run this mother? yeah who are we? what we run? we run the world  who run the world? girls"
102,fever,"oh, woo, oh you give me fever  fever, oh, oooh hoo, oh  you give me fever  fever in the morning  fever when its late at night  you give me fever (fever)  fever when you kiss me  fever when you hold me tight  you give me fever (fever)  fever in the evening  fever all through the night  you give me fever, yeah (fever) fever when youre with me  fever when you love   hes so sweet  hes so good to me  hes so intelligent  hes so confident   my babys so damn sexy (oh) my baby put the fever on me (oh) my baby knows just what to do (oh) you got me boilin past a hundred and two (oh) you give me a fever  uh, uh, uh, uh, uh, uh ooooh  never know how much i love you  never know how much i care  when you put your arms around me  i get a fever thats so hard to bear   you give me fever (fever) when you kiss me and fever when you hold me tight (fever) you give me fever  in the mornin and fever all through the night   my babys so damn sexy (oh) my baby put the fever on me (oh) my baby knows just what to do (oh) and got boilin me past a hundred and two (oh) give me a fever  oooh  everybodys got a fever  that is somethin you all know  fever isnt such a new thing  fever started long ago   romeo loved juliet  and juliet felt the same  when he put his arms around her  he said julie baby youre my flame  thou give me fever  when we kisseth  a fever with the flaming youth  fever im on fire  fever yeah, i burn forsooth   captain smith and pocahontas  had a very mad affair  when her daddy tried to kill him  she said daddy, oh dont you dare  he gives me fever  with his kisses  fever when he holds me tight  fever  im his mrs.  and daddy wont you treat him right   now that youve listened to my story  heres the point that i have made  chicks were born to give ya fever  be it fahrenheit or centigrade  they give ya fever  when ya kiss em  fever if you live ya learn   fever until you sizzle  what a lovely way to burn  what a lovely way to burn  what a lovely way to burn  fever  til ya sizzle  what a lovely way to burn  what a lovely way to burn  what a lovely way to burn  what a lovely way to burn  what a lovely way to...  burn   fever"
103,blowremix,"[intro: beyonce] i love your face you love the taste that sugar babe, it melts away  [verse 1: beyonce] i kiss you and you lick your lips, i kiss you and you lick your lips you like it wet and so do i, you like it wet and so do i i know you never waste a drip, i know you never waste a drip i wonder how it feels sometimes must be good to you  [pre-hook: beyonce] keep me coming, keep me going, keep me coming, keep me going keep me humming, keep me moaning, keep me humming, keep me moaning dont stop loving til the morning, dont stop loving til the morning dont stop screaming, freaking, blowing  [hook: beyonce] can you eat my skittles? its the sweetest in the middle (yeah) pink is the flavor solve the riddle (yeah) im-a lean back dont worry its nothing major make sure you clean that its the only way to get the flavor  [verse 2: pharrell] if youre thirsty and in love just hit your boy im your milk man at your door when you phone me i can see you with your cup im just role playing (must be good to you)  [pre-hook + hook]  [interlude: beyonce] im about to get into this, girls this is for all the grown women out there  [bridge: beyonce] i cant wait til i get home so you can tear that cherry out turn that cherry out, turn that cherry out i cant wait til i get home so you can tear that cherry out turn that cherry out, turn that cherry out i want you to turn that cherry out, turn that cherry out i want you to turn that cherry out, turn that cherry out i want you to turn that cherry out, turn that cherry out i want you to turn that cherry out, turn that cherry out  [verse 3: beyonce] ooh ive had a naughty thought today, baby every time i close my eyes ooh get a glimpse of this candy paint donât slip off when it drip off on top of your ride when you see it here, lift it up then toss it babe i know everything you want im-a show you how i stroke (stroke it) bring ya work home on top of me im-a let you be the, be the boss of me i know everything you want give me that daddy long stroke  [bridge]  [pre-outro:] je ne sais quoi cherie, mvle-ou aswe ya ce net al kole!  [pre-hook + outro hook]"
104,irreemplazablenortenaremix,"ya lo ves, ya lo ves, te olvidã©, olvidã©! ya lo ves, ya lo ves, ya lo ves amor esta vez, te olvide! en el closet, en un rincon estan tus cosas, esto se acabo!  te juro que ya no te aguanto mã¡s, no te quiero ya ni como amante esta vez no ganarã¡s, te puedes marchar, y no vuelvas jamas y si acaso piensas, que esta vez voy a perdonar, ya verã¡s que nunca mã¡s me vuelves a engaã±ar, ya largate!  que sabes tu de mi no me hagas reir, tu creã­as que eras imprecindible pero sin tu amor no voy a morirme, baby que sabes tu de mi no me hagas reir, me verã¡s con otro hombre a mi lado ya lo ves traidor voy a sustituirte,a olvidar tu amor  ya me cure del dolor, ya te saquã© de mi corazã³n vete con ella solos los dos pobre de ti, largate me das asco tu eres mi luz, pero hay amores que matan de daã±o me canse de ti, ya no soy aquella infeliz  y si acaso piensas que esta vez voy a perdonar, ya verã¡s que nunca mã¡s me vuelves a engaã±ar ya largate  que sabes tu de mi, no me hagas reir, tu creã­as que eras imprescindible pero sin tu amor no voy a morirme,baby que sabes tu de mi no me hagas reir, me verã¡s con otro hombre a mi lado ya lo ves traidor voy a sustituirte, voy a olvidar tu amor  ya no soy nada para ti alguien que no conoces lo nuestro se acabã³ tanto daã±o al fin lo destruyã³ nunca llorarã© por ti porque ya me cansã© de ti no eres mas inprescindible  ya lo ves ya lo ves, te olvidã©, te olvidã© ya lo ves ya lo ves, ya lo ves amor esta vez te olvidã© te olvidã©, te olvidã© ya lo ves traidor voy sustituirte voy a olvidar tu amor  que sabes tu de mi, no me hagas reir tu creias que eras imprescindible pero sin tu amor no voy a morirme,baby que sabes tu de mi, no me hagas reir me veras con otro hombre a mi lado ya lo ves traidor voy a sustituirte,baby  que sabes tu de mi, no me hagas reir tu creias que eras imprescindible pero sin tu amor no voy a morirme no hay mas que hablar terminamos este cuento al fin se ha acabado me verã¡s con otro hombre a mi lado ya lo ves traidor voy a sustituirte voy a olvidar tu amor!"
105,nice,"[beyonce & pharrell:] i can do anything, yeah hell nah, hell nah, hell nah, hell nah i can do anything, yeah hell nah, hell nah, hell nah, hell nah i can do anything, yeah hell nah, hell nah, hell nah, hell nah i can do anything, yeah hell nah, hell nah, hell nah, hell nah  [jay-z:] yeah, fuck your subpoenas and your misdemeanors was too busy touring out all your arenas my passport is tatted, it look like its active i play on these planes, yall catch me in traffic yall drag me in court for that shit, yall backwards after all these years of drug trafficking, huh time to remind me im black again, huh all this talking back, im too arrogant, huh what would you do, you knew you couldnt fail i have no fear of anything, do everything well i have no fear of jail, i was born in the trap i have no fear of death, we all born to do that its just life, im just nice tonight i might, raise my price great advice damn you hov, jesus christ  [beyonce & pharrell:] i can do anything, yeah hell nah, hell nah, hell nah, hell nah i can do anything, yeah hell nah, hell nah, hell nah, hell nah i can do anything, yeah hell nah, hell nah, hell nah, hell nah i can do anything, yeah hell nah, hell nah, hell nah, hell nah  [jay-z:] and im nice, nice, nice, nice, nice, nice, nice up all night, night, night, night, night, night, night running from the lights, lights, lights, lights, lights, lights, lights covered in ice, ice, ice, ice, ice, ice, ice  [beyonce:] patiently waiting for my demise cause my success cant be quantified if i gave two fucks - two fucks about streaming numbers would have put lemonade up on spotify fuck you, fuck you youre cool, fuck you im out (ah!) i aint never seen a ceiling in my whole life, thats word to blue freestyling live, blueprint from my jigga who never bribes im so n-n-nice im everybody type, god damn right, im so nice, jesus christ im better than the hype, i give you life  [beyonce & pharrell:] i can do anything, yeah hell nah, hell nah, hell nah, hell nah i can do anything, yeah hell nah, hell nah, hell nah, hell nah i can do anything, yeah hell nah, hell nah, hell nah, hell nah i can do anything, yeah hell nah, hell nah, hell nah, hell nah  [jay-z:] and im nice, nice, nice, nice, nice, nice, nice up all night, night, night, night, night, night, night running from the lights, lights, lights, lights, lights, lights, lights covered in ice, ice, ice, ice, ice, ice, ice  [beyonce:] last name gone be here forever now we finna float like feathers me and hova do it like rebels most of yall jits got pebbles i got the rock in the fellar ice lightning bolts from the heavens yall gone have to watch us eat [pharrell:] anybody ever had an error when things couldve been better feeling like you was on a stretcher, and all you remember was the hecklers but the universe uplifts that weight then you shine like a new feather blessings on blessings, et cetra feeling like the best year ever, damn, its nice  [beyonce & pharrell:] i can do anything, yeah hell nah, hell nah, hell nah, hell nah i can do anything, yeah hell nah, hell nah, hell nah, hell nah i can do anything, yeah hell nah, hell nah, hell nah, hell nah i can do anything, yeah hell nah, hell nah, hell nah, hell nah  [jay-z:] and im nice, nice, nice, nice, nice, nice, nice up all night, night, night, night, night, night, night running from the lights, lights, lights, lights, lights, lights, lights covered in ice, ice, ice, ice, ice, ice, ice"
106,stillinlovekissingyou,"im so in love im still in love  ive never been in love quite before until i saw your face and watching stars without you my soul cries my heaving heart is full of pain when were apart the aching  im kissing you, oh im kissing you, oh  youre my father youre my soldier you protect me, boy you save me youre my best friend youre my husband you are my doctor, counselor, provider, professor, my everything  and i love you, i love you, i love you, yes i love you i i need you, i need you, i need you, i cant live without you i trust you, i trust you, with every ounce of me just teach me, boy teach me, just take me  when we make love i can feel all your spirits deep inside of me, yeah baby youre so pure  im kissing you forever, and ever, and ever i love kissing you (kissing you, kissing you)  boy i love everything about you baby its been so many years since we fell in love we got something special baby we can cry together we can grow together be ourselves together and i love you more than music yes i love you more than music  id rather be kissing you, oh im kissing you oh (kissing you, kissing you)"
107,ratherdieyoung,"boy youll be the death of me youre my james dean you make me feel like im seventeen you drive too fast, you smoke too much but that dont mean a thing cause im addicted to the rush  cause i rather die young than live my life without you i rather not live at all than live my life without you cause i rather die young than live my life without you i rather not live at all than live my life without you  you know ive been in love before youre the first one i ever seen that burns like gasoline so light a match, turn off the lights im holding on to you cause this might be a last night, oh  cause i rather die young than live my life without you i rather not live at all than live my life without you cause i rather die young than live my life without you i rather not live at all than live my life without you  what im telling you im giving you my life, its in your hands and what im gonna do is be a woman and you can be a man and i wanna say nobody understands what weve been through i rather give up everything than to live my life without you  ooh... oh! ooh... oh!  cause i rather die young than live my life without you i rather not live at all than live my life without you  cause i rather die young than live my life without you i rather not live at all than live my life without you"
108,hiphopstar,"[intro (big boi)] slowly as sir luscious step up like a q-dawg a-townâs up, deuces down itâs the new call and you can dial 1-888-cut-something iâm your kinky operator when you wanna fuck something  ainât no dial tones just milestones, of pleasure to reach to each his own, iâm a stone cold aquarian freak humanitarian, barbarian but under the sheets itâs the player from the point and your girl from the d  are you infatuated with me i could end your curiosity if you dont think im too rude heres your chance to make your move  i sit and wait for nobody people say that my, my style is so crazy i think you like it baby do you want to get nasty? i dare you to undress me  baby, let me know if you wanna roll with this hip hop star bad boots on, pants down low im a hip hop star baby let me know if you wanna ride with this hip hop star im a rock star  do i blow you away? do i stimulate your mind? would you taste my love if i kick it tight  i have none to waste with you i guess you can say my style is so crazy i think you like it baby do you want to get messy? i dare you to undress me  baby, let me know if you wanna roll with this hip hop star bamboos on pants down low im a hip hop star baby let me know if you wanna ride with this hip hop star im a rock star  undress me, undress me you can come come baby, undress me  take off that tank top and pull off them drawers the girls all pause, got them dripping down they sugar walls aw naw! getting to the nappy root knocking boots and stilettos, damn i keep it ghetto!  a cool type of fellow, mellow got the gold medal never settle for less my rose petal tooey, tooey, tooey, tooey! spit game! venom to get it up in âem, let me p pop that thang  first check her brain to see if sheâs sane deranged or strange or crazy as hell you never can tell these days everybody got a little rick james in they veins, man!  [sleepy brown] the way i feel oh girl i know its bout to be..... me all on you and damn girl you all over me  baby, let me know if you wanna roll with this hip hop star bad boots on, pants down low im a rock star baby let me know if you wanna ride with this hip hop star im a rock star"
109,whydontyouloveme,"now, now, now, honey you better sit down and look around cause you mustve bumped your head and i love you enough to talk some sense back into you, baby id hate to see you come home, me the kids and the dog is gone check my credentials i give you everything you want everything you need even your friends say im a good woman all i need to know is why?  why dont you love me? tell me, baby, why dont you love me when i make me so damn easy to love? and why dont you need me? tell me, baby, why dont you need me when i make me so damn easy to need?  i got beauty, i got class i got style, and i got ass and you dont even care to care looka here i even put money in the bank account dont have to ask no one to help me out you dont even notice that  why dont you love me? tell me, baby, why dont you love me when i make me so damn easy to love? why dont you need me? tell me, baby, why dont you need me when i make me so damn easy to need?  i got beauty, i got heart keep my head in them books, im sharp but you dont care to know im smart now, now now now now now now i got moves in your bedroom keep you happy with the nasty things i do but you dont seem to be in tune ooh  why dont you love me? tell me, baby, why dont you love me when i make me so damn easy to love? why dont you need me? tell me, baby, why dont you need me when i make me so damn easy to need?  theres nothing not to love about me no, no, theres nothing not to love about me im lovely theres nothing not to need about me no, no, theres nothing not to need about me maybe youre just not the one or maybe youre just plain  dumb, dumb, dumb"
110,workitout,"how you doing honey baby you know i dont ask for much but for a girl spending time alone can be pretty rough but i hear a knock on my door you know its yours for sure we cant wait for the bedroom so we just hit the floor  [chorus:] is yall alright  i dont know but i know whats happening to me girl is yall alright uh, break it down now is yall alright i dont know but i know whats happening to me, girl is yall alright uh, break it down now  see you gotta work it out see you gotta work it out a brotha gotta work it out  child, blow your horn now come on, child, blow your horn now  so we shakin back and forth now just keep it coming babe treat my body like a guitar you got to, you got to keep on strumming babe but in the back of my mind i wonder is it gonna be the last time we if there aint nobody loving and you goin keep it coming well baby with me thats fine  [chorus]  i like this! uh, look it here...bridge!  so baby hold me  like you dont wanna let go im feeling foxy cause boy you working it out daddy you given me a taste of your honey i want the whole bee hive im gonna call you my sugar  cause i (i) had the sweetest time see you gotta work it out see you gotta work it out a brotha gotta work it out  i like it when the horn go [x4]  ha! austin better work it out ha! foxy better work it out ha! ap3 better work it out ha! ap3 better work it out"
111,belloembustero,"beyonce, beyonce beyonce, beyonce  miente, lo ves es un juego (yo conosco cosas del que tu no quieres ni saber) sabe decir lo que quieres oir un bello embustero (solo por placer nuestra amistad no vamos a perder) a mi tambien siempre quiere verme sola no hay que caer  en su trampa una vez mas  [chorus:] no nos pelearemos no nos va a engaã±ar no terminaremos por un bello embustero  nos va dividir? no! no nos va a exitar vamos a sufrir? por un bello embustero  confiaba en el mas cuando lo que encontre besandote el cuello (pero el no lo podia creer las dos caimos en su red) por que a ti? si hay mil por ahi el es un perro (las dos sin querer caimos presas en su piel) a mi tambien siempre quiere verme sola no hay que caer en su trampa una vez mas  [chorus:] no nos pelearemos no nos va a engaã±ar no terminaremos por un bello embustero  nos va dividir? no! no nos va a exitar vamos a sufrir? por un bello embustero  lo creia tan mio yo vivia por el fuimos un desafio que pudo mas que el es un hombre muy frio no es de una mujer  ya no nos puede engaã±ar haremos con su juego, ya basta... de sus mentiras dile adios por las dos  [chorus:] no nos pelearemos no nos va a engaã±ar no terminaremos por un bello embustero  nos va dividir? no! no nos va a exitar vamos a sufrir? por un bello embustero"
112,thatshowyoulikeit,"thatâs how you like it, huh thatâs how you like it, huh thatâs how you like it, huh thatâs how i like it, baby  i need a thug thatâll have my back do-rag, nike airs to match ainât nothinâ wrong with that thatâs how i like it, baby where my thugs at? white t-shirt, i love that timberland boots, you does that, itâs a fact thatâs how i like it, baby  i like the way you walk the way you talk the way you dress the way you smile i like the way you are the way you ainât i like your honesty, integrity, it levels me, so please donât ever change  thatâs how you like it, huh thatâs how you like it, huh thatâs how you like it, huh thatâs how i like it, baby  i like the way you brush your hair i like the stylish clothes you wear itâs just the real things you do thatâs why i wanna stick with you where my girls at? let them know we love that sexy way they does that (you did that) thatâs how i like it, baby  i hope you like my style the way i dress the way i flirt say yes i hope you like my mind the things i say if iâm with you, then iâm with only you my loyalty will never, ever change  thatâs how you like it, huh thatâs how you like it, huh thatâs how you like it, huh thatâs how i like it, baby  i know youâve heard iâm a gangsta they say âstay away from them gangstazâ they never change up, or pull they pants up, well, baby girl, put ya foot down donât letâem push you around, you know what you like baby thug, you know wrong from right you done felt wrong before this canât be what it feel like and they donât really know whatcha feel like, for instance they donât know the difference between real life and the music videos & the raggedy magazines they have it badder than he seems all they see is my baggy jeans, my attitude i ainât mad at you, itâs just my clyde way i wear my hat to the side way i lean real low when i ride thatâs why my minds, they like my walk my accent from new york my way of thinking is slightly off they like the way he floss leave the block on a bike, he come back on a porsche but of course most of all, they like my honesty, integrity, my loyalty young hovah & the letter b how you like that, huh?  thatâs how you like it, huh thatâs how you like it, huh thatâs how you like it, huh thatâs how i like it, baby"
113,heardaboutus,"no need to ask you heard about us no need to ask you heard about us already know you know about us no need to ask you heard about us no need to ask you heard about us watch your mouth when you around us  pull up, hop out, wreck got no time, but we got pateks i come around, stepping on necks my chica got niggas upset, why? oh, why these bitches so mad for? they dont want yoncã© on their door louis slugger to your four door careful you get what you asked for we go, ooh go to cuba then aruba in the middle of the winter (skrt, skrt) brand new sprinter, we laugh to the bank but we aint no joke, yeah you better act like you know, yeah  no need to ask, you heard about us no need to ask, you heard about us already know you know about us aint no need to ask, you heard about us no need to ask, you heard about us watch your mouth when you move around us  if you dont know now you know, nigga he smoke and we drink, dussã to the face (yeah) if you dont know now you know, nigga put hoes in their place, bitch, stay in your lane (bitch, stay in your lane) talk that talk, b  billie jean in his prime for the thousandth time, the kid aint mine online they call me ""dad,"" kiddingly youre not supposed to take this dad thing literally thats too famous, we dont even really do famous im cool on that, chunk to two fingers everyday im gettin sued famous i show up to court without a suit famous your every move is on the news, aint it? shit has its perks too, aint it? shootin videos in the louvre, aint it? it could be far worse for you, cant it? pain comes with penthouse views, aint it? bitch know me, i been me since the cocaine bitch know b, she dont even need a whole name (its beyoncã©, nigga)  no need to ask, you heard about us (its beyoncã©, nigga) no need to ask, you heard about us (oh, my god) already know you know about us no need to ask, you heard about us no need to ask, you heard about us watch your mouth when you move around us  and if you dont know now you know, nigga he smoke and we drink, dussã to the face and if you dont know now you know, nigga put hoes in their place, bitch stay in your lane yeah, we the ones that you heard about make big noise, big noise we dont need no voucher yeah, we the ones yall worried about we good, we good, keep us out your mouth if you dont know now you know, nigga if you dont know now you know, nigga"
114,hello,"oh! oh oh, oh oh oh oh...  i love to see you walk into the room body shining lighting up the place and when you talk, everybody stops cause they know you know just what to say and the way that you protect your friends baby, i respect you for that and when you grow, you take everyone you love along i love that shit  dont fly me away dont need to buy a diamond key to unlock my heart you shelter my soul youre my fire when im cold i want you to know  you had me at hello (hello) hello (hello) hello (hello) you had me at hello (hello) hello (hello) hello (hello) it was many years ago (ago) baby when you (when you) stole my cool (stole my cool) cause you had me at hello (hello) hello (hello) hello, oh oh oh oh oh  i get so excited when you travel with me baby, while im on my grind and never would i ever let my hustle come between me and my family time you keep me humble out of this hype cause you know theres more to life if i need you, you will be here you will make the sacrifice  dont fly me away dont need to buy a diamond key to unlock my heart you shelter my soul youre my fire when im cold just want you to know  you had me at hello (hello) hello (hello) hello (hello) you had me at hello (hello) hello (hello) hello (hello) it was many years ago (ago) baby when you (when you) stole my cool (stole my cool) you had me at hello (hello) hello (hello) hello, oh oh oh oh oh  gotta feel you and be near you youre the air that i breathe to survive gotta hold you, wanna show you that without you my sun doesnt shine you dont have to try so hard for me to love you boy, without you my life just aint the same you dont have to try so hard for me to love you you had me at hello! (hello)  hello (hello) hello (hello) you had me at hello (hello) hello (hello) hello (hello) it was many years ago (ago) baby when you (when you) stole my cool (stole my cool) cause you had me at hello (hello) hello (hello) hello, oh oh oh oh oh it was many years ago baby when you stole my cool you had me at hello hello hello, oh oh oh oh oh..."
115,ringthealarm,"ring the alarm i been through this too long but ill be damned if i see another chick on your arm dont you ring the alarm i been through this too long but ill be damned if i see another chick on your arm  she gon be rockin chinchilla coats if i let you go hit in the house off the coast if i let you go she gon take everything i own if i let you go i cant let you go damn, if i let you go she gon rock them vvs stones if i let you go couped in the bach or the rolls if i let you go she gon profit everything i taught if i let you go i cant let you go damn, if i let you go  tell me how should i feel when i know what i know, and my female intuition telling me you a dog? people told me bout the flames i couldnt see through the smoke when i need answers, accusations what you mean you gon choke?  you cant stay, you gotta go. aint no other chick spending your dough this is taking a toll, the way the story unfolds not the picture perfect movie everyone wouldve saw  she gon be rockin chinchilla coats if i let you go hit in the house off the coast if i let you go she gon take everything i own if i let you go i cant let you go damn, if i let you go she gon rock them vvs stones if i let you go couped in the bach or the rolls if i let you go she gon profit everything i taught if i let you go i cant let you go damn, if i let you go  ring the alarm i been through this too long but ill be damned if i see another chick on your arm dont you ring the alarm i been through this too long but ill be damned if i see another chick on your arm  tell me how should i feel when you made me belong and the thought of you just touching her is what i hate most? i dont want you but i want it and i cant let it go to know you give it to her like you gave it to me, come on  hes so arrogant and bold (oh) she gon love that shit, i know i done put in a call, time to ring the alarm cause you aint never seen a fire like the one ima cause  she gon be rockin chinchilla coats if i let you go hit in the house off the coast if i let you go she gon take everything i own if i let you go i cant let you go damn, if i let you go she gon rock them vvs stones if i let you go couped in the bach or the rolls if i let you go she gon profit everything i taught if i let you go i cant let you go damn, if i let you go  how can you look at me and not see all the things that i kept only just for you? why would you risk it baby? is that the price that i pay? but this is my show and i wont let you go all its been paid for, and its mine how could you look at me and not see all the things?  she gon be rockin chinchilla coats if i let you go hit in the house off the coast if i let you go she gon take everything i own if i let you go i cant let you go damn, if i let you go she gon rock them vvs stones if i let you go couped in the bach or the rolls if i let you go she gon profit everything i taught if i let you go i cant let you go damn, if i let you go"
116,kittykat,"you know i hate sleeping alone but you said that you would soon be home but baby that was a long time ago  im not feelin it [2x]  on top of you not calling me back you see i bet you think its all on track and you actin like its all a dat  im not feelin it [2x]  lets go, lets go little kitty kat i think its time to go lets go little kitty kat he dont want no mo lets go little kitty kat quite frankly no mo getting it im not feeling it  its like we at 2 places but different paces we in trouble but you wont meet me at the bridge it hurts and feels discerning did you forget where your heart lives  what about my body, body? you dont want my body, body acting like im not nobody you gon make me call somebody what about my body, body? what about my body, body? you would rather go and party somehow, somewhere ill be naughty  you know i hate sleeping alone but you said that you would soon be home baby that was a long time ago  im not feelin it [2x]  on top of you not calling me back you see i bet you think its all on track and you actin like its all a dat  im not feelin it [2x]  lets go, lets go little kitty kat i think its time to go lets go little kitty kat he dont want no mo lets go little kitty kat quite frankly no mo getting it im not feeling it  let me show you how to get there take a left to compassion (lights will be flashing) keep straight and youll see the sign right there affection (youre in the wrong direction) if i get caught see it just seems that you dont care  what about my body, body? you dont want my body, body acting like im not nobody you gon make me call somebody what about my body, body? what about my body, body? you would rather go and party somehow, somewhere ill be naughty  you know i hate sleeping alone but you said that you would soon be home but baby that was a long time ago  im not feelin it [2x]  on top of you not calling me back you see i bet you think its all on track and you actin like its alla dat (youre sex aint all that)  im not feelin it [2x]  lets go, lets go little kitty kat i think its time to go lets go little kitty kat he dont want no mo lets go little kitty kat quite frankly no mo getting it im not feeling it  im taking back the things i got from you (you) and that includes my sweet little nooky too (too)  lets go lets go, lets go little kitty kat (kitty kat) he dont want you anymore nooooooooooo [2x]  [spoken] got diamonds on my neck got diamonds on my records since 16 i was coming down ridin lexus how you gon neglect this? you is just a hot mess you can call tyrone you aint gots to lie craig  what about my body, body? you dont want my body, body im in the house all alone, you rather go and party? what about my body, body? you dont want my body, body acting like im nobody you gon make me call somebody  lets go, lets go little kitty kat i think its time to go lets go little kitty kat he aint want no mo lets go little kitty kat  no mo getting it im not feelin it"
